id,attr_x_chest_acc,attr_y_chest_acc,attr_z_chest_acc,attr_x_thigh_acc,attr_y_thigh_acc,attr_z_thigh_acc,attr_x_waist_acc,attr_y_waist_acc,attr_z_waist_acc,attr_x_chest_gyr,attr_y_chest_gyr,attr_z_chest_gyr,attr_x_thigh_gyr,attr_y_thigh_gyr,attr_z_thigh_gyr,attr_x_waist_gyr,attr_y_waist_gyr,attr_z_waist_gyr
15.0,-1.5652093999999999,9.576208,0.08738836,-3.7032316,8.8777,-0.50637364,19.607914,2.6797101000000003,-5.717354,0.09136419999999999,-0.06560162,-0.05415453,0.012137628999999999,-0.01694486,0.10796379,0.47862619999999995,-0.49311432,-1.0092556000000001
16.0,-1.5765818,9.573814,0.06284779,-3.685275,8.842385,-0.50637364,19.607914,5.5617304,1.2467805,0.078536026,-0.06804508,-0.052321933,0.031990748,-0.028856732000000003,0.10368773,0.28742537,-4.291168700000001,-0.36234933
17.0,-1.5071499,9.512163000000001,0.12868834,-3.6822822,8.811261,-0.4914099,19.607914,4.6980224,-1.6633717000000001,0.081284925,-0.071710266,-0.05629256,0.020689745,-0.003811257,0.10154971,0.13165474,-1.1165024,0.20575535
18.0,-1.4664485,9.52174,0.16280572,-3.6679169999999996,8.848969,-0.50876784,19.607914,3.4195184999999997,-0.07841010400000001,0.09014246599999999,-0.06376902,-0.059346884,-0.0003851056,0.012987537,0.09696822,-0.41781858,2.2606661,0.48064470000000004
19.0,-1.5263035,9.545682000000001,0.14784196,-3.6984432000000003,8.86932,-0.50158525,18.210897,-0.08499416,2.4169466,0.09380766,-0.04880282,-0.06270664,-0.009242654,0.01909619,0.09696822,-0.95049304,1.2851143999999999,0.6028178000000001
20.0,-1.5616181,9.589975,0.14784196,-3.6822822,8.855554,-0.50038815,13.39915,-1.7214310000000002,2.5103204,0.094723955,-0.04880282,-0.06117948,-0.0016068369,0.013903836000000001,0.092997596,-0.8353450000000001,0.14646158,0.37465957
21.0,-1.5819688,9.572019000000001,0.11312603,-3.6110547,8.822035000000001,-0.53211135,9.946113,-1.4449007999999999,0.06404489,0.09350222,-0.060714692,-0.057514288,0.004196383,0.009322343,0.09269216,-0.5204439000000001,-0.37033042,0.26134408
22.0,-1.5628152,9.569026,0.06703765,-3.6248214,8.7951,-0.56203884,5.6281695,-0.801459,-0.84455466,0.09105877,-0.064685315,-0.059346884,0.00022575632000000002,0.010238642,0.094524756,-0.029919121,-0.11285072,0.36152598
23.0,-1.5286977,9.567828,0.09756372,-3.6505589999999994,8.808268,-0.5081693,0.18614918,-0.5674258000000001,-0.85054016,0.08433924599999999,-0.06651791,-0.059346884,-0.01015895,0.015736429,0.10216057,0.6081295999999999,0.81108296,0.54020405
24.0,-1.5155296,9.59177,0.15203181,-3.7361517,8.885481,-0.48482585,-4.8458643,-0.013766658999999999,-1.2503718000000001,0.08495011,-0.06529618,-0.06301208,-0.0064937603,-0.0022840947,0.104604036,0.82193244,1.0951351999999999,0.32212517
25.0,-1.5191208999999999,9.581595,0.11791443,-3.750517,8.865729,-0.43275195,-8.029554,-0.42257659999999997,-2.8395232999999998,0.08495011,-0.05002455,-0.06301208,0.012443062,-0.017555725,0.10888009,0.5565114999999999,0.6678351,-0.08074045
26.0,-1.5783775,9.59177,0.035913024,-3.7175968,8.798691,-0.44651863,-7.401076,-0.581791,-4.1641154,0.0782306,-0.053995177000000005,-0.06209578,0.020078878999999997,-0.018777456,0.10154971,0.29597747,0.8101666999999999,-0.45245197
27.0,-1.5717934,9.555858,0.09696517,-3.6924577000000003,8.801684,-0.47105917,-3.9031472000000003,0.53450555,-3.3225534,0.07884146,-0.061936423,-0.060568616,0.00083662197,0.0010756645,0.09513562,0.062626965,0.6052214,-0.23620565
28.0,-1.5095441,9.537302,0.06344634,-3.7110126000000005,8.805275,-0.48722005,-0.40222588,1.5298948,-0.74399817,0.072732806,-0.05949296,-0.06087405,-0.021154527000000003,0.02062335,0.08994327,-0.06962536,-0.20967287,-0.085932806
29.0,-1.4838065,9.5253315,0.1352724,-3.7110126000000005,8.901641999999999,-0.48602295,2.0620062,1.3814543,1.8662802,0.07761973,-0.06712878,-0.059346884,-0.020543661,0.027037436,0.08994327,-0.06779276599999999,-0.9311046999999999,-0.018126762
30.0,-1.5149311,9.511565,0.12270284,-3.7020345,8.839393,-0.42556936,4.9015293,0.5351041,2.4408886,0.08861530599999999,-0.060103826,-0.061484914,-0.0034394339000000003,0.023066813,0.09941168,0.0180338,-1.1806431999999998,0.08205514
31.0,-1.5442601,9.561843,0.051475335,-3.7032316,8.75799,-0.42676646,6.5056449999999995,-0.6739678000000001,1.1198878,0.08495011,-0.04513763,-0.061484914,0.006945275,0.013903836000000001,0.09085956,0.042773843,-1.1546813999999999,0.16238391
32.0,-1.5652093999999999,9.583989,0.06823475,-3.7630866000000003,8.787917,-0.46088383,6.0166287,-1.134253,0.11791443,0.08220122,-0.048497385999999996,-0.06087405,0.005723547,0.029786332000000002,0.092997596,0.009481685,-0.5190760999999999,0.104351714
33.0,-1.5466543,9.572019000000001,0.08080431,-3.7606924,8.7771435,-0.45190558,2.8317419999999998,-1.174356,-1.1121067,0.080063194,-0.052773445999999995,-0.055681694000000004,-0.015351305,0.03345152,0.09483019,-0.027781093,0.32513964,0.02890986
34.0,-1.5334862,9.548077000000001,0.08259996,-3.7493198,8.783128999999999,-0.4950012,-0.9498995000000001,-0.56443304,-1.2515688999999999,0.07792516,-0.059798397,-0.060568616,-0.016267603000000002,0.01909619,0.09544106,0.05040966,0.58078676,-0.096622944
35.0,-1.5269021,9.564238000000001,0.077811554,-3.7199910000000003,8.820239,-0.45908818,-1.9877859,0.075417355,-2.4474726,0.081590354,-0.05949296,-0.05873602,0.005418114399999999,0.014209268999999998,0.09941168,-0.16033885,0.17914286,-0.30492800000000003
36.0,-1.5185224,9.554062,0.04309563,-3.6798879999999996,8.866926,-0.45789108,1.5825673,0.85173726,-2.9879637000000003,0.08097949,-0.052773445999999995,-0.06117948,0.0249658,-0.014195966499999999,0.094524756,-0.4114045,-0.5108294,-0.40846968
37.0,-1.5263035,9.5570545,0.05686229,-3.6774937999999993,8.893861,-0.36212300000000003,13.520057000000001,0.8415619000000001,10.419566,0.07517627,-0.053995177000000005,-0.05873602,0.043902624,-0.026107837999999998,0.10063341,0.3860801,-1.0801558,-0.8516524
38.0,-1.5113398,9.539697,0.04189853,-3.6236242999999995,8.904634,-0.44651863,19.607914,-0.21128829999999998,-12.574945,0.07395454,-0.053078875,-0.05720886,0.058563393,-0.04596096,0.10002255,0.6417271999999999,-0.3223775,-1.1970966
39.0,-1.5197195,9.528922999999999,0.04249708,-3.6379894999999998,8.831612,-0.56203884,19.607914,5.01705,3.4841620000000004,0.077008866,-0.05643863599999999,-0.053543665,0.06436661,-0.023053512,0.106436625,-0.06107325,-5.4340980000000005,-0.0062148888
40.0,-1.5298948,9.563639,0.037110128,-3.7158010000000004,8.766967999999999,-0.44831428,19.607914,7.0593038,-4.0892963,0.07609257,-0.054300605999999994,-0.05507083,0.027714696,0.01329297,0.100327976,0.12646239,0.39783263,0.75095254
41.0,-1.5502456,9.5732155,0.06344634,-3.7738605000000005,8.825027,-0.44532153,19.562424,2.9059622000000003,-0.66738373,0.075787134,-0.053995177000000005,-0.05904145,0.008167006,0.026121138,0.10552033,-0.008844270999999999,3.0691464,0.7246854
42.0,-1.5143325,9.533711,0.079008654,-3.74513,8.892664,-0.49679685,14.027628,-0.22026655,3.3632547999999995,0.08647728,-0.055216905,-0.05904145,0.020689745,0.017263593,0.11285071,-0.31672037,1.4494371000000001,0.5105771
43.0,-1.54845,9.559449,-0.16280572,-3.6511576,8.89446,-0.46387658,11.198878,-1.0606314,1.1450268999999997,0.07090022,-0.06376902,-0.056597993,0.03871027,0.014514701000000001,0.10582577,-0.52349824,0.30559197,0.26103863
44.0,-1.5364790000000002,9.501988,0.019752163,-3.6343982000000006,8.833407000000001,-0.4441244000000001,8.675988,-0.96306765,0.3345897,0.047687333,-0.060103826,-0.06209578,0.04573522,-0.011141641,0.10826923,-0.43156302,-0.4460777,0.17399035
45.0,-1.4676456,9.503185,0.22206220000000004,-3.7702692000000004,8.765771,-0.49619830000000004,4.096479,0.03172317,-1.0193313,0.09136419999999999,-0.052468013,-0.06301208,0.055203628,-0.034049086,0.11132355,-0.2589936,-0.108880095,0.22041611
46.0,-1.4945803999999998,9.5971575,-0.01316811,-3.8714242,8.751406,-0.54408234,-1.5849615,1.4939818,-1.7603368000000001,0.088920735,-0.05643863599999999,-0.055987127000000005,0.047873247,-0.017250292,0.10796379,0.056823745,1.0658138000000001,0.38596058
47.0,-1.5233108,9.572617,-0.08200141,-3.8786068,8.701725999999999,-0.51235914,-5.1002483,1.9626468000000001,-2.1859062000000002,0.07334367,-0.06315815400000001,-0.050794773,0.033823345,-0.003811257,0.10185514400000001,0.28101128,1.3651377,0.311435
48.0,-1.5119383,9.513959,-0.046686932,-3.903746,8.705916,-0.5614403,-8.128913,1.8519150000000002,-4.4645877,0.05807204,-0.070488535,-0.055987127000000005,0.025271232999999997,-0.013585102,0.09360846,0.12982213,0.9366158000000001,-0.14121611
49.0,-1.4508862,9.475052999999999,0.07182605,-3.9073372,8.680178999999999,-0.52073884,-7.0395517000000005,-1.2318168,-5.117605999999999,0.074259974,-0.061936423,-0.05537626,0.011832196000000001,-0.039546872999999996,0.09238673,-0.18935496,0.75641054,-0.29240528
50.0,-1.4359225,9.531317,0.075417355,-3.8295257000000005,8.610746,-0.44651863,-4.380192,-1.9057846,-2.6839,0.08372838,-0.048191952999999996,-0.05904145,-0.0009959713000000001,-0.06642494,0.07833683,-0.22142537,0.43112478,-0.006825754399999999
51.0,-1.4538790000000001,9.568427,0.047884032,-3.8145617999999994,8.704121,-0.45609543,-0.79607207,-0.8487445,-0.095768064,0.09655655,-0.04635936,-0.059652317,0.0020583533,-0.0874998,0.07925312,-0.06687647,-0.25426602,0.028604431
52.0,-1.5035586,9.568427,0.01616086,-3.918111,9.027337,-0.5710170999999999,2.1290438,-0.37110126,2.0452468,0.09075333,-0.05002455,-0.059346884,0.020078878999999997,-0.073449895,0.09757908400000001,0.1612817,-0.75273204,-0.06821771
53.0,-1.5191208999999999,9.607333,-0.021547815,-3.702633,9.0315275,-0.39145198,4.694431,0.17717093,2.566584,0.07761973,-0.061020125,-0.05262737,0.029852722,-0.0725336,0.10399317,0.19457386,-1.0981763999999998,-0.18886359
54.0,-1.5065514,9.5798,0.017956512,-3.4410665000000003,8.755595,-0.65780693,6.5026517,0.10235212,1.9375077,0.07487084,-0.07079397,-0.053543665,0.041153733,-0.096662775,0.09391389,0.05193682,-0.84466726,-0.17359197
55.0,-1.4562732,9.589376,0.0005985504,-3.5529952000000007,8.796297000000001,-0.5674258000000001,5.558737799999999,-0.20649989,0.6955156,0.07609257,-0.071710266,-0.05904145,0.018246282,-0.03343822,0.07619880000000001,-0.060767815,-0.066730395,-0.073410064
56.0,-1.4891934,9.556455999999999,0.020350715,-3.74513,8.8884735,-0.45429978,2.4133554,-0.025737667000000002,-0.4213795,0.07792516,-0.06987767,-0.055987127000000005,-0.0025231354000000003,0.06857627,0.09727365,-0.14628895,0.5722347,-0.0077420530000000005
57.0,-1.4796166000000002,9.5570545,-0.002992752,-3.8786068,8.822035000000001,-0.44651863,-1.2611457,-0.30585927,-0.81283146,0.08861530599999999,-0.07140484,-0.053238235,0.016108256,0.05299920599999999,0.11376701,-0.01678552,1.0450443,-0.016905032
58.0,-1.4999673,9.5385,0.019752163,-3.8313212,8.804677,-0.44113165,-2.107496,0.3788824,-1.6286557,0.08556098,-0.07568089,-0.04957304,0.05642536,0.030091764,0.11132355,0.019866394,0.9433353000000001,-0.085932806
59.0,-1.4490906000000001,9.518148,-0.091578215,-3.7283707,8.790312,-0.49320555,0.78290397,1.0073603000000002,-1.163582,0.08220122,-0.07720806,-0.051711068,0.06314488,-0.013890535,0.099106245,-0.14048573,0.28115734,-0.20199720000000002
60.0,-1.4143747,9.518148,-0.017357962,-3.7630866000000003,8.766967999999999,-0.57161564,17.347788,0.39205053,14.468160999999998,0.09014246599999999,-0.07781892,-0.047740445,0.024660368,-0.021831782999999997,0.08719437599999999,0.47251752,-0.66751635,-0.939617
61.0,-1.4275428,9.544485,-0.031124622,-3.8007953000000003,8.74123,-0.5650316,19.607914,-0.45729253,-17.729063,0.0895316,-0.06682335,-0.052016504000000005,-0.02756861,0.022150515,0.08841611,0.5345203000000001,-0.6238395,-1.73252
62.0,-1.4341268999999999,9.606734,-0.035314474,-3.8534677000000004,8.748413000000001,-0.49739540000000004,19.607914,5.197213,-1.0486604,0.08097949,-0.064685315,-0.053238235,-0.037342455,0.034367822,0.10063341,-0.007927974,-6.8720745999999995,-0.17450826
63.0,-1.4778209999999998,9.64983,-0.05805939,-3.9546227,8.778939,-0.521936,19.607914,6.2225304,-3.7750576000000002,0.065402426,-0.066212475,-0.053543665,0.002363786,0.016041862,0.11865394,0.18693805,-1.1027579,0.90153086
64.0,-1.4933833,9.652822500000001,-0.026934769,-3.8881836000000005,8.759786,-0.48841715,19.364902,4.298789,0.5793968,0.04585473599999999,-0.07293200000000001,-0.059652317,0.025271232999999997,-0.010530775,0.11132355,-0.34512562,2.968659,0.6070938
65.0,-1.5011643999999997,9.648633,-0.0041898529999999995,-3.739743,8.727464,-0.6380547,15.148713,0.3477578,3.8893807000000002,0.031499400000000004,-0.08270584,-0.057514288,0.02710383,-0.012974236,0.09971711,-0.45233247,0.500458,0.35663906
66.0,-1.4562732,9.605537,0.05207389,-3.5990837,8.782531,-0.61530983,11.702259,-0.7541734999999999,1.2162545,0.028750509,-0.08820363,-0.05690342599999999,0.015802823,-0.00014606677,0.08719437599999999,-0.5464057,-0.43447128,0.31082416
67.0,-1.4496891,9.582792,0.039504327,-3.6224272000000006,8.848371,-0.51355624,9.181165,0.23523031,-0.9983820999999999,0.028750509,-0.089119926,-0.06545554,0.016719121,0.031008063,0.106131196,-0.384221,-0.57588655,0.19781410000000002
68.0,-1.4053963,9.585785000000001,0.090979666,-3.7565023999999996,8.901043,-0.42796355,4.1557355000000005,0.109534726,-1.9381063000000003,0.030277677000000003,-0.08545473,-0.06637183599999999,0.0417646,0.017569026,0.12598431,-0.13071188,0.28054650000000003,0.18834569
69.0,-1.364695,9.566631,0.16998832,-3.8594532,8.833407000000001,-0.3800795,-2.4630349999999996,0.65301853,-1.4131776000000003,0.044022143,-0.08362214,-0.06759357,0.06528291,-0.001673229,0.12384629,0.20373684,1.0609268,0.28364065
70.0,-1.3341688999999999,9.46847,0.22086509999999998,-3.8187518,8.829217,-0.47524905,-9.622296,-0.08678981,-0.997185,0.06265353,-0.08178954599999999,-0.06667727,0.06955896,0.0035191253000000002,0.10368773,0.27612436,0.86942065,0.1996467
71.0,-1.3162124,9.420585,0.23762453,-3.7056258,8.786719999999999,-0.50876784,-8.511387,-2.6497827000000003,-2.2948422,0.09502939,-0.07934608,-0.06606641,0.029547293,0.024288544,0.077115096,0.24008332,0.36392959999999996,-0.12289015
72.0,-1.2551602,9.381081,0.22206220000000004,-3.6230257000000003,8.771756,-0.5578489999999999,-4.787205999999999,-3.028665,-2.6156653999999997,0.13504106,-0.07507002,-0.07584025,-0.015045873999999999,0.032535225,0.080169424,0.19335213,0.3272777,-0.10609136
73.0,-1.1965023000000001,9.369110000000001,0.27593175,-3.7122097000000003,8.857947,-0.5398925,-1.1647792,-0.7433996,-1.7549498,0.19673845,-0.06804508,-0.093860775,-0.048643462,0.0087114815,0.09757908400000001,0.1463155,0.20357747,-0.039507046000000004
74.0,-1.0809821000000002,9.403227000000001,0.24720132,-3.7163997,8.868122999999999,-0.57640404,1.6861166,0.9636662,0.12868834,0.21903503,-0.058882095,-0.09752596,-0.03673159,-0.012057938999999998,0.110407256,0.20159881,-0.29641572,-0.08440564
75.0,-0.98940384,9.482835000000001,0.17776948,-3.7283707,8.817246,-0.4985925,3.6044707000000002,1.6394296000000002,2.095525,0.23613927,-0.05643863599999999,-0.083781496,-0.015351305,-0.014195966499999999,0.11559961,0.23305838,-0.7105823,-0.051724352
76.0,-0.825401,9.516354,0.09816227,-3.6900635000000004,8.780735,-0.54767364,5.6898203,1.7489643,2.2403743,0.2523272,-0.04788652,-0.06912073,0.015802823,-0.017555725,0.09696822,0.20831832,-0.81351316,0.07228129
77.0,-0.5931635000000001,9.469666499999999,0.45489833,-3.7319620000000002,8.805874000000001,-0.5758055000000001,6.4398040000000005,1.5310919,2.0111293999999997,0.33051795,-0.026200805,-0.053238235,0.03443421,0.0108495075,0.10185514400000001,0.10599839999999999,-0.53831834,0.19017829
78.0,-0.6500258000000001,9.651027000000001,0.12868834,-3.7469256,8.860342,-0.50278234,5.967548000000001,0.65780693,1.34195,0.3402918,-0.0005444661,-0.045907848,0.032601614,0.036811277,0.110407256,-0.120327175,-0.109185524,0.16849257
79.0,-0.84575176,9.618107,-0.007781155400000001,-3.7463272000000005,8.834005,-0.44651863,3.1783028,-0.18794483,0.6793547,0.3170789,0.004342459,-0.04682415,0.02710383,0.015125563,0.10979639,-0.23425354,0.7698496,0.0063078480000000004
80.0,-1.0061632,9.455300999999999,0.08678981,-3.7714663,8.834603999999999,-0.45070848,-1.2785037000000001,-0.8631097,0.6344634,0.3210495,-0.02314648,-0.04957304,0.0148865245,-0.0059492867000000005,0.104909465,-0.18538432,1.3006913999999998,-0.14365958
81.0,-1.0001777,9.27394,0.25438392,-3.7774517999999997,8.825626,-0.46806642,-3.9456443999999995,-1.5927427,-1.3162124,0.37633285,-0.04544306,-0.048656742999999995,0.0032800846,0.001991963,0.1042986,-0.27395982,1.0499313,-0.2441469
82.0,-1.0307038,9.20391,0.1945289,-3.7283707,8.823831,-0.54647654,-0.51235914,-1.4712370000000001,-1.7543513,0.42245317,-0.031087726,-0.038272033999999996,-0.010769816000000001,0.013903836000000001,0.09635735,-0.36436784,0.58597916,-0.29912478
83.0,-1.0995371,9.246407000000001,0.16101007,-3.7020345,8.75799,-0.57161564,14.326903,-4.7147818,14.114417999999999,0.4490258,-0.025284506,-0.030025356,-0.013213276999999999,0.026732002999999997,0.09727365,0.61607087,-0.4552407,-0.72550875
84.0,-1.3012487,9.269751,0.17298107,-3.6996403,8.801684,-0.51355624,19.607914,-3.3075894999999997,-18.426973,0.49453527,-0.03261489,-0.0388829,-0.012602411,0.021845082000000002,0.11437788,0.62553924,-0.7970198000000001,-0.3864785
85.0,-1.5658079,9.273342,0.076614454,-3.7966053,8.847174,-0.52852005,19.607914,7.2262993,-0.89782566,0.5547055000000001,-0.052468013,-0.048962175999999996,0.0017529204000000002,-0.0032003932000000002,0.118043065,-0.23333725,-7.79723,-0.34677228
86.0,-1.3521253999999998,9.585187,-0.33279404,-3.8468835,8.867524000000001,-0.48482585,19.607914,11.673528999999998,-2.2756886,0.63747776,-0.09675574,-0.09508251,0.018857148,-0.0053384209999999994,0.11957023,0.22725515,1.9369075,0.8850375
87.0,-2.3738509999999997,8.929772999999999,-0.29688102,-3.7732617999999993,8.815451,-0.48003745,16.814478,3.8738184,5.1583076,0.5690608,-0.23969822,-0.08775212,0.026798394,-0.0044221226,0.106436625,-0.5781706999999999,2.7261455000000003,0.66726404
88.0,-2.759916,9.393052,-0.7188591,-3.7355532999999994,8.784924499999999,-0.48123455,14.639346,1.2629413999999999,2.2493525,0.50766885,-0.26046765,-0.114324756,0.016719121,0.009933209,0.08994327,-0.9285019,0.6125518,0.14314167
89.0,-3.196858,9.601347,-0.8451531999999999,-3.7140055,8.798691,-0.48063599999999995,11.874042999999999,-0.9056068000000002,0.3537433,0.5036982,-0.3398801,-0.13845393,0.0029746518,0.034978688,0.09421933,-0.94468987,-0.98791516,-0.1897799
90.0,-3.5242648,9.981427,-1.0540473,-3.7547068999999995,8.760982499999999,-0.56084174,8.074444999999999,-1.7244238,-1.3772645000000001,0.51072323,-0.40554813,-0.14822778,-0.008937221,0.028259167,0.094524756,-0.6774363,-1.1009253,-0.24017628
91.0,-3.6804867,9.965266,-0.88286185,-3.7523127,8.813655,-0.55246204,3.8265328000000003,-2.131438,-2.3762453,0.5739477,-0.52680486,-0.14334086,-0.026346881000000003,0.031008063,0.09788451,-0.44103146,0.26894006,0.06403462
92.0,-3.642778,9.7324295,-1.0755951000000001,-3.6948519,8.822035000000001,-0.50757074,1.1007341999999998,-1.8375498,-1.8339584999999998,0.6573309,-0.6337063000000001,-0.14273,-0.019627362,0.018790756999999998,0.104604036,-0.08398069400000001,1.2457136,0.30776983
93.0,-3.371036,9.138668,-1.3802572,-3.6984432000000003,8.786121000000001,-0.52492875,-7.376535400000001,-0.9720459000000001,-0.39923313,0.7165848000000001,-0.6764669,-0.15525272,-0.0016068369,-0.0010623634,0.10338230400000001,0.27215374,1.3345945,0.40306482
94.0,-2.4372973,8.097789,-1.4466964,-3.752911,8.763975,-0.53211135,-11.559804,-1.3718776000000001,-3.2202013,0.7953864,-0.71586764,-0.21817185,0.021911476000000003,0.01115494,0.09696822,0.2813167,0.97662747,0.16574368
95.0,-1.8321629000000001,6.355408000000001,-1.074398,-3.8187518,8.764574,-0.5069722,-7.685986,-1.7328035,-5.290587400000001,0.91908664,-0.748549,-0.21236862,0.02740926,0.037422143,0.10185514400000001,0.18785433,0.42318353,0.03104789
96.0,-0.7703344,4.8817773,-1.2354081000000001,-3.7846344,8.811261,-0.40043023,-2.433706,-0.33399114,-2.5576060000000003,0.91817033,-0.5936946,-0.1699135,0.027714696,0.029175466,0.10857466,0.25474408,-0.34100890000000006,-0.059054732
97.0,0.13347675,3.2794578000000003,-1.8997990000000002,-3.7247794,8.805874000000001,-0.4381389,1.2366052,0.35494040000000004,0.41000703,0.7639268,-0.4577771,-0.09019558,0.025576666,-0.0083927475,0.104604036,0.48778915,-0.7664765,-0.1720648
98.0,0.6386533000000001,1.9829974999999997,-3.007716,-3.7241807000000002,8.775947,-0.46746787,3.9737763,0.56323594,2.4349031,0.606629,-0.41379482,-0.0074233413,0.023744069,-0.021831782999999997,0.10185514400000001,0.52688456,-1.0447256999999999,-0.24292517
99.0,-0.014963761,1.9985598000000002,-2.8317419999999998,-3.8241386,8.750807,-0.56084174,6.7444663,0.43634325,2.0153193,0.6619123,-0.31422377,0.05060886,0.005723547,0.0032136925,0.10154971,0.25199518,-0.8199271999999999,-0.27835536
100.0,-2.0578163000000003,10.523114999999999,-2.1242554,-3.8193502,8.838794,-0.49739540000000004,7.316082000000001,0.93493575,0.9235633,0.062348098,-0.10897305,0.09917265,-0.01229698,0.024288544,0.11162898,0.012841446000000001,-0.44546685,-0.16687244
101.0,-4.5483847,17.457321,-0.54767364,-3.757101,8.804078,-0.46567222,4.993108,1.0863690000000001,0.44651863,-0.33196542,-0.11324911,0.07351631,-0.01596217,0.009627776,0.110712685,-0.17194529,-0.05115333,-0.08654367
102.0,-6.1028199999999995,19.608511,-3.684078,-3.7331589999999997,8.765172,-0.56802434,0.8936358,0.272939,0.29568392,-0.09464426,-0.03383662,0.058855534,0.0029746518,-0.0074764490000000005,0.10002255,-0.096198,0.8055852,-0.08562737
103.0,-5.570708799999999,19.608511,-8.134899,-3.7343562000000006,8.759186999999999,-0.5279215,-2.2876596,-0.44891283,-0.23343466,-0.17252958,0.32382497,-0.17510584,0.010305036,0.01329297,0.110407256,0.13440363,1.1528621000000001,-0.05630584
104.0,-6.501455,19.608511,-4.235343,-3.781043,8.811261,-0.5105635000000001,-1.4083891000000002,-0.46567222,-2.3062148,-0.07326399,-0.22778633,-0.06392837,0.024660368,0.022150515,0.10796379,0.052547685999999996,0.88011074,-0.063025355
